Date,Precip,MaxAirTemp,RecordMaxTemp,RecordMaxYear,MinAirTemp,RecordMinTemp,RecordMinYear,AvgAirTemp,MaxAirTempTime,MinAirTempTime,MaxRel.Hum.,MinRel.Hum.,Avg.Rel.Hum.,HDD,CDD,GDD,GDD Mod. Sine Wave,Solar Radiation (Langleys),AvgWindDir,AvgWindSpeed,MaxWindSpeed,TimeMaxWindSpeed,MaxSoilTemp2",MinSoilTemp2",AvgSoilTemp2",MaxSoilTemp4",MinSoilTemp4",AvgSoilTemp4",Max50cmAirTemp,Min50cmAirTemp,Avg50cmAirTemp,Max300cmAirTemp,Min300cmAirTemp,Avg300cmAirTemp
1/18/2022,0,32.4,63.0,1996,25.4,-22.0,1994,29.1,10:25 PM,8:00 AM,85,75,80,35.9,0,0,0,125.48,203.750694444445,8.8,14.2,11:50 PM,32.3,32.2,32.3,32.7,32.7,32.7,-,-,-,-,-,-,
1/19/2022,0,43.4,59.0,1973,22.3,-20.0,1994,35.4,2:20 PM,11:55 PM,85,66,78,29.6,0,0,0,129.26,235.768055555556,11.0,18.9,5:00 AM,32.4,32.3,32.3,32.8,32.7,32.7,-,-,-,-,-,-,
1/20/2022,0,22.3,56.0,1954,14.5,-15.0,1985,19.4,0:00 AM,11:55 PM,89,60,74,45.5,0,0,0,101.73,265.340565972222,4.8,12.4,0:15 AM,32.5,32.4,32.4,32.9,32.8,32.8,-,-,-,-,-,-,
1/21/2022,0,23.8,58.0,1974,9.6,-18.0,1984,15.8,11:55 AM,11:25 PM,92,55,78,49.2,0,0,0,158.11,102.011732638889,2.0,7.5,3:15 PM,32.5,32.2,32.3,32.9,32.6,32.7,-,-,-,-,-,-,
1/22/2022,0,28.0,52.0,1957,6.6,-18.0,1984,17.9,6:15 PM,3:25 AM,91,54,73,47.1,0,0,0,127.39,158.657291666667,8.0,18.8,3:20 PM,32.2,31.3,31.6,32.7,32.1,32.3,-,-,-,-,-,-,
1/23/2022,0.18,28.3,59.0,1967,3.0,-18.0,1984,20.6,11:55 AM,11:55 PM,94,69,85,44.4,0,0,0,55.16,186.1365,4.2,11.1,5:20 AM,31.8,31.2,31.5,32.1,31.9,32.0,-,-,-,-,-,-,
1/24/2022,0.06,27.6,66.0,1967,-0.5,-16.0,1963,17.7,7:05 PM,0:45 AM,94,85,89,47.2,0,0,0,60.17,166.225694444445,5.2,9.7,3:05 PM,31.8,31.7,31.7,32.1,32.0,32.1,-,-,-,-,-,-,
1/25/2022,0,25.8,62.0,1967,5.9,-10.0,2000,17.2,0:00 AM,9:50 AM,94,69,84,47.7,0,0,0,296.03,198.637152777778,2.8,7.2,4:35 PM,31.9,31.8,31.8,32.2,32.1,32.1,-,-,-,-,-,-,
1/26/2022,0,15.8,56.0,1967,-5.1,-7.0,1961,5.0,4:35 PM,7:40 AM,89,65,79,59.9,0,0,0,275.54,184.503819444444,4.4,7.9,12:20 PM,31.9,31.8,31.9,32.3,32.2,32.2,-,-,-,-,-,-,
1/27/2022,0,28.2,58.0,1974,0.6,-15.0,2000,16.4,10:00 PM,0:30 AM,90,65,81,48.5,0,0,0,135.1,188.655555555556,8.3,15.1,10:30 AM,31.9,31.7,31.8,32.3,32.1,32.2,-,-,-,-,-,-,
1/28/2022,0,27.5,62.0,1999,1.3,-12.0,2000,18.1,3:35 AM,11:50 PM,94,68,81,46.9,0,0,0,147.24,171.880506944445,3.9,8.7,7:30 AM,32.0,31.8,31.9,32.3,32.1,32.2,-,-,-,-,-,-,
1/29/2022,0,19.1,57.0,1975,-10.2,-12.0,1977,4.2,4:55 PM,8:35 AM,91,65,82,60.8,0,0,0,287.04,112.375347222222,2.4,6.8,4:05 PM,32.0,31.7,31.8,32.3,32.1,32.2,-,-,-,-,-,-,
1/30/2022,0,31.6,60.0,1975,14.4,-13.0,2003,20.4,2:30 PM,0:00 AM,92,53,79,44.5,0,0,0,211.65,110.456850694444,3.3,7.6,3:20 AM,31.9,31.7,31.8,32.2,32.0,32.1,-,-,-,-,-,-,
1/31/2022,0,35.7,60.0,1989,5.6,-5.0,1994,18.6,5:20 PM,9:00 AM,94,51,84,46.3,0,0,0,252.73,30.4438888888889,1.5,7.5,8:20 PM,31.9,31.7,31.8,32.2,32.0,32.1,-,-,-,-,-,-,
2/1/2022,0,47.7,54.0,1989,12.6,-5.0,1971,35.0,4:40 PM,0:00 AM,93,54,70,30.0,0,0,0,235.12,127.919791666667,6.9,12.8,12:55 PM,31.9,31.7,31.7,32.2,32.0,32.1,-,-,-,-,-,-,
2/2/2022,0.9,46.6,59.0,1968,26.9,-9.0,1996,38.2,0:30 AM,11:50 PM,98,64,86,26.8,0,0,0,25.19,205.77934375,4.5,9.9,10:15 AM,31.9,31.8,31.9,32.2,32.0,32.1,-,-,-,-,-,-,
2/3/2022,0.29,26.8,55.0,1973,17.2,-11.0,1985,22.1,0:00 AM,11:35 PM,97,94,95,42.8,0,0,0,52.56,156.239180555556,4.6,8.1,4:55 PM,32.0,31.9,32.0,32.3,32.2,32.2,-,-,-,-,-,-,
2/4/2022,0.08,22.2,54.0,1986,10.1,-7.0,1978,16.4,4:10 PM,8:45 PM,94,89,92,48.6,0,0,0,209.52,271.912361111111,4.4,9.3,8:25 AM,32.2,32.0,32.1,32.4,32.3,32.4,-,-,-,-,-,-,
2/5/2022,0,23.2,55.0,1962,3.2,-5.0,1978,14.3,11:45 AM,8:40 AM,92,76,87,50.7,0,0,0,270.71,157.626736111111,3.8,9.5,5:25 PM,32.3,32.2,32.2,32.5,32.4,32.5,-,-,-,-,-,-,
2/6/2022,0,33.3,51.0,1964,12.5,-5.0,1979,22.8,4:55 PM,0:05 AM,89,60,78,42.2,0,0,0,288.56,171.898958333333,8.5,14.7,1:35 PM,32.3,32.2,32.3,32.5,32.5,32.5,-,-,-,-,-,-,
2/7/2022,0,30.3,54.0,1965,21.8,-5.0,1977,25.9,3:15 PM,11:55 PM,90,76,84,39.1,0,0,0,183.43,206.307638888889,8.2,10.9,1:15 PM,32.4,32.3,32.3,32.6,32.5,32.6,-,-,-,-,-,-,
2/8/2022,0,31.0,56.0,1990,16.8,-10.0,1967,23.7,11:55 PM,8:55 AM,89,61,79,41.2,0,0,0,269.35,196.971875,7.4,11.5,2:20 PM,32.5,32.4,32.4,32.7,32.6,32.7,-,-,-,-,-,-,
2/9/2022,0,44.3,58.0,2001,31.1,-5.0,1967,38.6,5:00 PM,0:00 AM,86,67,75,26.4,0,0,0,272.31,190.626388888889,10.0,14.6,1:25 PM,32.5,32.4,32.5,32.7,32.7,32.7,-,-,-,-,-,-,
2/10/2022,0,35.9,61.0,1965,29.3,-10.0,1978,33.5,0:00 AM,11:55 PM,93,79,86,31.5,0,0,0,90.74,224.382638888889,9.6,12.7,12:35 PM,32.6,32.5,32.5,32.8,32.7,32.8,-,-,-,-,-,-,
2/11/2022,0.1,40.4,60.0,1965,27.4,-10.0,1982,35.4,12:50 PM,1:40 AM,94,70,84,29.6,0,0,0,76.99,185.032291666667,10.6,16.6,1:30 PM,32.6,32.5,32.6,32.8,32.8,32.8,-,-,-,-,-,-,
2/12/2022,0,37.0,72.0,1999,21.7,-3.0,1982,27.7,0:00 AM,11:15 PM,91,69,77,37.2,0,0,0,172.39,260.222534722222,5.9,15.1,2:45 AM,32.6,32.5,32.6,32.8,32.7,32.8,-,-,-,-,-,-,
2/13/2022,0.04,23.3,66.0,1990,9.3,-1.0,1981,18.0,12:20 PM,11:50 PM,93,64,82,47.0,0,0,0,165.34,148.493993055556,1.8,7.9,5:25 PM,32.7,32.6,32.7,32.9,32.8,32.8,-,-,-,-,-,-,
2/14/2022,0,24.9,60.0,1954,2.6,0.0,1986,14.0,3:25 PM,4:50 AM,91,56,77,51.0,0,0,0,291.55,80.1218576388889,2.0,8.7,6:35 PM,32.8,32.7,32.7,32.9,32.8,32.9,-,-,-,-,-,-,
2/15/2022,0,29.4,69.0,1954,8.1,-4.0,1978,19.1,5:25 PM,5:05 AM,92,60,78,45.9,0,0,0,336.79,54.1358680555555,3.6,9.7,5:40 PM,32.8,32.6,32.7,33.0,32.8,32.9,-,-,-,-,-,-,
2/16/2022,0,53.4,62.0,1976,24.8,-4.0,1963,45.7,11:00 PM,0:00 AM,80,59,65,19.2,0,0,0.4,196.41,171.121875,12.0,16.9,11:25 AM,32.9,32.5,32.6,32.8,32.7,32.8,-,-,-,-,-,-,
2/17/2022,0.82,53.8,57.0,1999,23.9,-9.0,1958,41.6,5:45 AM,11:55 PM,97,71,89,23.4,0,0,0.5,36.53,132.508815972222,7.8,20.6,8:30 AM,39.1,32.9,36.4,37.2,32.8,35.4,-,-,-,-,-,-,
2/18/2022,0.03,27.6,58.0,1994,14.4,-7.0,1979,21.7,11:45 PM,8:25 AM,96,74,85,43.3,0,0,0,238.7,14.2614583333333,1.2,19.6,11:25 PM,35.3,33.8,34.3,35.5,34.1,34.5,-,-,-,-,-,-,
2/19/2022,0,31.8,63.0,1994,15.1,-2.0,1993,22.4,5:25 AM,11:50 PM,82,62,71,42.6,0,0,0,312.11,248.036458333333,9.8,20.8,6:00 AM,33.8,33.2,33.3,34.1,33.5,33.6,-,-,-,-,-,-,
2/20/2022,0,49.5,63.0,1954,14.9,-4.0,1978,32.0,5:45 PM,0:50 AM,83,54,68,33.0,0,0,0,347.69,179.244791666667,10.9,17.4,5:10 PM,33.2,32.8,32.9,33.5,33.0,33.2,-,-,-,-,-,-,
2/21/2022,0,59.4,61.0,1953,36.7,-6.0,1978,46.5,5:35 PM,5:25 AM,81,54,69,18.4,0,0,2.6,296.57,157.958333333333,5.7,9.3,2:45 AM,40.6,32.8,35.8,38.4,33.0,34.8,-,-,-,-,-,-,
2/22/2022,0.24,58.7,64.0,1997,43.4,-8.0,1963,53.4,7:55 PM,11:55 PM,96,56,87,11.6,0,3.3,2.9,45.49,176.265625,9.9,20.6,10:45 PM,45.6,39.2,42.0,43.2,38.2,40.1,-,-,-,-,-,-,
2/23/2022,0,42.9,58.0,1961,25.3,-6.0,1963,29.6,0:00 AM,11:55 PM,94,70,82,35.4,0,0,0,97.67,251.463569444444,6.0,15.3,0:05 AM,45.1,37.5,39.9,43.2,38.1,40.0,-,-,-,-,-,-,
2/24/2022,0.03,27.6,65.0,2000,22.1,-4.0,1993,24.5,11:35 PM,8:10 AM,94,77,85,40.4,0,0,0,114.34,43.3347569444445,9.0,15.6,6:25 PM,37.5,34.2,35.2,38.1,34.9,36.0,-,-,-,-,-,-,
2/25/2022,0.06,27.6,70.0,1957,22.2,-2.0,2003,24.8,0:40 AM,11:55 PM,96,78,88,40.1,0,0,0,173.87,232.947256944444,4.9,12.2,0:45 AM,34.4,33.9,34.1,34.9,34.4,34.6,-,-,-,-,-,-,
2/26/2022,0,30.0,72.0,2000,17.3,-13.0,1963,24.0,5:55 PM,5:25 AM,91,72,83,41.0,0,0,0,244.47,212.995833333333,7.2,13.9,1:05 PM,34.0,33.4,33.6,34.5,33.9,34.0,-,-,-,-,-,-,
2/27/2022,0,42.1,73.0,2000,23.6,-10.0,1963,31.7,5:10 PM,1:15 AM,89,60,76,33.2,0,0,0,376.24,210.901736111111,8.5,14.0,10:35 AM,34.7,33.1,33.6,34.4,33.5,33.8,-,-,-,-,-,-,
2/28/2022,0,42.8,65.0,1976,25.1,-4.0,1963,32.9,6:15 PM,8:05 AM,87,60,75,32.1,0,0,0,334.5,106.394215277778,4.4,10.5,10:10 AM,37.9,33.2,34.8,36.5,33.6,34.6,-,-,-,-,-,-,
3/1/2022,0.05,47.7,65.0,1976,34.9,2.0,1967,40.8,2:15 PM,10:40 PM,94,71,80,24.2,0,0,0,78.07,196.981597222222,6.9,11.8,0:50 AM,38.6,35.2,36.6,37.6,35.3,36.1,-,-,-,-,-,-,
3/2/2022,0.03,50.8,65.0,1997,25.9,-5.0,1978,38.7,3:55 PM,8:10 AM,97,63,83,26.3,0,0,0.0,335.14,128.954965277778,3.6,16.5,11:40 PM,40.8,34.3,37.4,39.1,34.9,36.9,-,-,-,-,-,-,
3/3/2022,0.08,38.0,63.0,1974,23.6,-3.0,1978,29.3,0:00 AM,11:30 PM,95,55,73,35.6,0,0,0,406.83,165.942305555555,4.7,13.6,0:30 AM,42.1,36.0,38.8,40.1,36.6,38.4,-,-,-,-,-,-,
3/4/2022,0,44.2,74.0,1983,20.0,3.0,1984,30.0,4:40 PM,4:20 AM,92,38,70,34.9,0,0,0,384.72,91.0012708333333,3.6,8.2,9:50 AM,40.6,34.4,36.9,38.8,35.2,36.9,-,-,-,-,-,-,
3/5/2022,0,72.3,71.0,1976,31.0,2.0,1978,49.9,4:15 PM,0:05 AM,83,39,61,15.0,0,0,7.4,331.55,127.672013888889,8.0,19.5,4:25 PM,45.6,35.9,40.0,42.6,36.3,38.8,-,-,-,-,-,-,
3/6/2022,0.29,65.2,69.0,1983,38.3,-4.0,1960,57.6,11:25 AM,11:55 PM,96,57,75,7.4,0,7.6,5.2,363.8,211.299107638889,12.7,22.6,5:50 AM,51.0,44.2,47.6,47.9,42.5,45.3,-,-,-,-,-,-,
3/7/2022,0.57,38.9,73.0,1983,34.2,4.0,1996,36.6,5:25 PM,11:55 PM,98,79,90,28.4,0,0,0,62.66,171.94046875,5.5,14.3,5:00 AM,45.8,41.0,42.7,45.8,41.5,42.9,-,-,-,-,-,-,
3/8/2022,0,38.6,76.0,2000,31.8,-4.0,1960,34.4,3:25 PM,6:45 AM,89,59,76,30.6,0,0,0,186.65,195.369201388889,4.0,8.6,1:10 AM,42.5,39.1,40.6,41.6,39.6,40.6,-,-,-,-,-,-,
3/9/2022,0,46.7,80.0,2000,30.3,-5.0,1984,37.0,5:15 PM,3:50 AM,91,56,76,28,0,0,0,344.64,164.401184027778,3.2,9.9,4:55 PM,45.2,38.2,41.0,43.1,38.8,40.6,-,-,-,-,-,-,
3/10/2022,0,44.3,69.0,1955,26.7,1.0,1978,34.4,4:30 PM,7:25 AM,94,54,76,30.6,0,0,0,373.74,116.394628472222,2.3,7.8,6:45 PM,45.9,37.4,41.1,43.4,38.4,40.8,-,-,-,-,-,-,
3/11/2022,0.04,34.4,74.0,1990,27.7,-3.0,1960,30.8,12:00 PM,1:35 AM,96,73,88,34.2,0,0,0,70.72,185.627083333333,3.2,9.5,6:05 PM,40.8,37.7,39.1,41.6,38.6,39.6,-,-,-,-,-,-,
3/12/2022,0,28.3,74.0,1990,15.5,7.0,1984,21.5,0:00 AM,11:55 PM,77,53,66,43.5,0,0,0,335.68,289.103125,8.0,14.3,4:55 AM,37.7,35.1,36.1,38.6,36.2,37.0,-,-,-,-,-,-,
3/13/2022,0,47.9,73.0,1990,14.3,0.0,1960,29.4,5:50 PM,1:55 AM,81,52,69,35.6,0,0,0,279.46,197.712847222222,10.1,18.3,4:55 PM,35.1,33.7,34.1,36.2,34.5,35.1,-,-,-,-,-,-,
3/14/2022,0,62.1,77.0,1990,33.9,6.0,1993,46.2,5:40 PM,6:45 AM,84,36,62,18.8,0,0,3.5,435.14,183.902777777778,8.3,19.6,4:55 PM,42.8,34.0,37.5,40.4,34.6,36.7,-,-,-,-,-,-,
3/15/2022,0,61.5,77.0,1990,36.9,7.0,1960,48.4,5:00 PM,11:55 PM,91,60,70,16.5,0,0,3.5,241.06,174.233270833333,5.7,10.9,1:05 PM,45.4,38.5,41.4,43.0,38.5,40.3,-,-,-,-,-,-,
3/16/2022,0,70.8,74.0,1977,31.4,11.0,1994,51.3,5:00 PM,7:00 AM,97,38,69,13.7,0,1.2,6.8,453.76,85.6871527777777,3.3,11.3,3:00 PM,49.8,38.6,43.7,46.3,39.2,42.4,-,-,-,-,-,-,
3/17/2022,0,73.4,68.0,2003,39.8,5.0,1956,56.1,4:25 PM,7:50 AM,84,39,63,8.9,0,6.0,9.0,418.41,137.591319444444,2.8,8.3,3:55 PM,51.9,41.3,46.3,48.4,41.7,44.9,-,-,-,-,-,-,
3/18/2022,0.22,62.9,74.0,2003,44.9,9.0,1967,50.0,1:35 PM,11:15 PM,97,60,81,15.0,0,0,5.0,238.13,60.2232013888889,2.8,12.3,7:20 PM,50.6,44.3,47.3,48.0,44.3,46.2,-,-,-,-,-,-,
3/19/2022,0.13,55.3,68.0,1969,38.3,11.0,1965,47.9,9:30 AM,11:45 PM,99,82,93,17.1,0,0,1.2,75.06,183.581770833333,10.2,17.1,5:05 PM,48.1,44.9,47.1,47.0,45.4,46.5,-,-,-,-,-,-,
3/20/2022,0.03,57.7,72.0,1968,37.5,10.0,1956,46.0,4:45 PM,1:45 AM,95,50,78,19.0,0,0,2.0,441.21,247.545138888889,6.5,12.3,0:05 AM,51.9,43.2,46.6,48.9,43.5,45.7,-,-,-,-,-,-,
3/21/2022,0,69.9,76.0,1953,35.9,10.0,1986,51.1,5:20 PM,7:55 AM,90,36,67,13.8,0,1.1,6.9,452.21,159.613038194445,3.5,9.1,5:05 PM,53.9,43.6,48.2,50.6,44.2,47.1,-,-,-,-,-,-,
3/22/2022,0.06,46.7,71.0,1972,40.9,10.0,1992,43.6,12:55 PM,8:10 AM,95,65,86,21.4,0,0,0,62.11,51.1854375,7.0,12.8,10:05 PM,49.3,45.9,46.7,49.1,45.9,46.7,-,-,-,-,-,-,
3/23/2022,0.06,68.6,73.0,1988,41.6,14.0,1960,54.3,2:30 PM,4:10 AM,94,72,86,10.6,0,4.3,7.1,273.06,137.25625,9.2,15.6,11:40 AM,52.6,45.1,48.6,50.1,45.2,47.2,-,-,-,-,-,-,
3/24/2022,0,54.7,72.0,1966,41.9,8.0,1974,47.9,4:55 PM,11:25 PM,89,53,78,17.1,0,0,1.2,207.72,206.006944444444,10.6,17.1,12:40 PM,50.3,46.9,48.3,49.5,47.3,48.0,-,-,-,-,-,-,
3/25/2022,0.06,46.7,74.0,2000,38.0,3.0,1974,42.3,4:25 PM,11:55 PM,95,77,87,22.6,0,0,0,149.69,235.809722222222,9.8,15.9,10:00 PM,47.0,45.2,46.0,47.2,45.5,46.0,-,-,-,-,-,-,
3/26/2022,0.01,37.9,74.0,1986,29.6,4.0,1974,34.3,0:00 AM,11:55 PM,96,80,87,30.7,0,0,0,140.49,255.517708333333,9.4,12.9,2:15 PM,45.2,41.5,43.2,45.7,42.6,43.8,-,-,-,-,-,-,
3/27/2022,0,34.8,77.0,1967,23.7,7.0,1965,28.4,4:15 PM,11:50 PM,90,53,70,36.6,0,0,0,260.4,285.646527777778,5.9,9.9,5:00 AM,43.7,39.6,41.2,42.9,40.7,41.7,-,-,-,-,-,-,
3/28/2022,0,34.9,79.0,1998,18.1,14.0,1955,25.3,5:55 PM,3:35 AM,82,38,61,39.7,0,0,0,489.74,227.774305555556,4.5,11.6,9:40 AM,43.9,37.0,39.8,42.3,38.4,40.3,-,-,-,-,-,-,
3/29/2022,0,41.3,76.0,1987,18.0,21.0,1983,29.9,3:50 PM,5:30 AM,83,43,65,35.0,0,0,0,475.26,38.2287152777778,2.7,11.1,7:30 PM,45.1,36.2,40.1,43.1,37.6,40.1,-,-,-,-,-,-,
3/30/2022,0.06,72.8,80.0,1986,32.2,15.0,1969,54.4,6:30 PM,0:50 AM,90,34,63,10.5,0,4.4,7.7,279,130.872673611111,9.0,17.8,3:05 PM,48.7,40.0,44.0,46.4,40.4,42.9,-,-,-,-,-,-,
3/31/2022,0.04,72.5,81.0,1986,36.1,14.0,1969,52.0,1:20 AM,11:55 PM,96,34,73,13,0,2,8.1,131.12,212.954861111111,15.0,25.2,5:15 AM,49.0,45.1,47.8,47.4,45.5,46.8,-,-,-,-,-,-,
4/1/2022,0,41.5,79.0,1998,33.6,10.0,1964,36.6,11:00 AM,3:40 AM,96,62,79,28.3,0,0,0,195.65,251.1875,5.4,10.7,2:45 PM,45.3,42.7,44.2,45.4,43.3,44.2,-,-,-,-,-,-,
4/2/2022,0,50.9,79.0,1986,24.4,17.0,1964,37.7,5:15 PM,6:35 AM,95,45,71,27.3,0,0,7.3,440.81,78.9082638888889,3.1,8.6,3:25 PM,47.6,39.3,43.4,45.7,40.7,43.2,-,-,-,-,-,-,
4/3/2022,0.05,47.4,81.0,1963,33.8,19.0,1954,39.7,5:40 PM,4:50 AM,97,70,86,25.3,0,0,0,171.82,190.283888888889,2.4,8.7,3:50 AM,47.0,43.0,44.8,45.7,43.3,44.4,-,-,-,-,-,-,
4/4/2022,0.14,54.9,78.0,1999,33.2,13.0,1995,42.6,4:55 PM,3:20 AM,94,69,84,22.4,0,0,1.0,247.1,92.5125,4.5,13.4,2:00 PM,47.7,42.3,44.5,46.0,42.8,44.2,-,-,-,-,-,-,
4/5/2022,0,56.6,81.0,1988,34.7,20.0,1982,46.2,1:30 PM,7:30 AM,96,72,84,18.7,0,0,1.5,390.2,66.7870381944444,2.6,9.9,1:35 AM,51.9,43.4,47.5,49.1,43.9,46.3,-,-,-,-,-,-,
4/6/2022,0.06,57.6,80.0,1991,43.7,8.0,1982,49.5,2:30 PM,10:35 PM,97,80,91,15.5,0,0,2.5,124.63,117.528819444444,5.0,13.8,10:50 AM,50.4,47.5,48.8,49.0,47.1,48.0,-,-,-,-,-,-,
4/7/2022,0,51.6,83.0,1954,37.0,8.0,1982,45.4,3:30 PM,10:05 PM,92,55,76,19.5,0,0,0.2,299.68,200.425,7.8,14.8,12:30 PM,49.6,45.9,47.5,48.2,46.1,47.2,-,-,-,-,-,-,
4/8/2022,0.04,48.6,80.0,1954,38.2,13.0,1982,41.9,3:40 PM,0:15 AM,90,70,82,23.0,0,0,0,276.85,198.883333333333,7.1,14.9,3:55 PM,49.0,44.8,46.7,47.7,45.2,46.4,-,-,-,-,-,-,
4/9/2022,0.01,45.7,78.0,1953,33.5,16.0,1957,38.6,5:35 PM,7:20 AM,91,61,80,26.3,0,0,0,292.37,259.108680555556,5.5,9.2,7:10 PM,49.4,44.1,46.6,47.8,44.7,46.3,-,-,-,-,-,-,
4/10/2022,0,60.8,78.0,1955,27.3,18.0,1997,43.5,5:25 PM,7:15 AM,91,31,66,21.5,0,0,2.7,600.28,127.683194444444,3.7,9.9,7:55 PM,54.8,42.7,48.1,51.1,43.7,47.0,-,-,-,-,-,-,
4/11/2022,0.1,69.0,80.0,1977,41.3,23.0,1975,54.8,1:20 PM,0:10 AM,96,47,71,10.2,0,4.8,7.2,211.26,142.3015625,7.5,19.2,1:45 PM,52.3,47.2,49.7,50.4,47.2,48.8,-,-,-,-,-,-,
4/12/2022,0.02,70.8,81.0,1977,38.6,22.0,1976,53.8,5:00 PM,6:40 AM,98,45,81,11.1,0,3.8,7.7,552.68,55.0011805555556,3.3,11.2,6:40 PM,59.0,48.0,52.9,55.0,48.2,51.2,-,-,-,-,-,-,
4/13/2022,0.16,69.9,82.0,1977,62.0,26.0,1957,64.7,11:05 AM,4:00 AM,95,74,86,0.2,0,14.7,15.9,205.21,167.664236111111,9.6,15.5,2:00 PM,57.6,53.8,55.6,55.4,52.7,53.9,-,-,-,-,-,-,
4/14/2022,0.09,62.8,82.0,1977,42.6,25.0,1957,52.8,0:15 AM,8:55 AM,95,34,64,12.1,0,2.8,4.6,585.71,220.978819444444,12.2,21.8,3:25 PM,58.4,53.1,55.8,55.7,53.4,54.6,-,-,-,-,-,-,
4/15/2022,0,68.6,80.0,1954,43.1,24.0,1957,54.2,5:05 PM,4:15 AM,85,23,51,10.8,0,4.1,7.4,489.74,202.985763888889,10.7,23.5,2:30 PM,55.5,49.8,52.5,53.4,50.2,51.9,-,-,-,-,-,-,
4/16/2022,0.01,56.5,82.0,1976,33.9,24.0,1962,46.8,4:25 PM,11:55 PM,92,38,67,18.2,0,0,1.5,572.13,179.641319444444,4.1,13.8,4:30 PM,58.6,50.9,53.9,55.4,50.8,52.7,-,-,-,-,-,-,
4/17/2022,0,43.5,86.0,2002,25.8,24.0,1962,35.0,3:35 PM,7:00 AM,83,54,65,30,0,0,0,591.68,116.638190972222,4.9,11.1,11:55 AM,55.2,46.9,50.8,53.0,48.2,50.7,-,-,-,-,-,-,
4/18/2022,0.26,40.6,83.0,1964,31.8,25.0,1983,35.9,10:40 AM,0:00 AM,96,58,82,29.1,0,0,0,108.81,127.642256944444,5.6,10.9,3:05 AM,49.5,46.0,46.9,50.6,46.6,47.8,-,-,-,-,-,-,
4/19/2022,0.01,47.4,85.0,1958,31.6,25.0,1997,39.3,5:15 PM,11:55 PM,94,54,76,25.6,0,0,0,294.38,256.988541666667,7.3,12.7,3:15 PM,48.9,44.9,46.7,48.0,45.6,46.7,-,-,-,-,-,-,
4/20/2022,0,56.3,89.0,2004,26.6,26.0,1953,43.4,6:55 PM,5:25 AM,93,44,65,21.6,0,0,1.2,456.1,78.3277777777778,4.4,12.0,11:00 PM,51.8,42.4,47.0,49.2,43.9,46.7,-,-,-,-,-,-,
4/21/2022,0.02,70.9,85.0,1987,45.7,27.0,1981,57.9,6:25 PM,11:55 PM,93,40,67,7.1,0,7.8,9.0,389.45,202.3740625,9.5,16.4,4:35 AM,55.1,48.1,50.9,52.6,47.9,49.7,-,-,-,-,-,-,
4/22/2022,0,56.4,86.0,1985,40.1,26.0,1959,49.1,3:35 PM,4:15 AM,93,55,72,15.9,0,0,1.7,279.4,40.466375,5.8,13.7,9:55 PM,52.8,47.9,50.3,51.4,48.4,49.9,-,-,-,-,-,-,
4/23/2022,0,86.3,87.0,1985,47.3,26.0,1956,68.0,4:35 PM,6:35 AM,82,33,54,0,3.0,18.0,17.0,590.97,134.306034722222,7.6,14.0,4:45 PM,60.2,49.1,54.0,56.4,49.1,52.2,-,-,-,-,-,-,
4/24/2022,0,83.9,87.0,1957,64.0,29.0,2002,74.1,5:30 PM,3:55 AM,71,44,58,0,9.0,24.1,23.9,508.14,180.805555555556,10.3,19.5,2:00 PM,61.9,54.7,58.2,58.7,53.9,56.1,-,-,-,-,-,-,
4/25/2022,0.69,71.2,88.0,1990,50.4,24.0,1999,60.8,0:40 AM,11:55 PM,97,63,87,4.1,0,10.8,10.7,118.24,224.244805555555,5.3,11.8,3:55 AM,59.4,56.8,58.4,57.9,56.6,57.2,-,-,-,-,-,-,
4/26/2022,0,50.1,86.0,1990,40.1,28.0,1993,44.5,0:00 AM,11:55 PM,84,68,74,20.5,0,0,0,176.99,278.895138888889,5.4,12.4,3:15 PM,56.8,52.1,54.2,56.5,52.7,54.3,-,-,-,-,-,-,
4/27/2022,0,50.2,88.0,1986,30.7,28.0,1971,39.0,2:40 PM,6:35 AM,87,55,72,26.0,0,0,0,518.73,200.035479166667,5.0,8.9,6:00 PM,55.8,48.6,51.9,53.8,49.7,51.8,-,-,-,-,-,-,
4/28/2022,0,50.4,87.0,1986,26.8,24.0,2004,38.9,3:20 PM,5:35 AM,96,32,69,26.1,0,0,1.8,569.82,40.7473333333333,3.3,10.5,10:15 AM,55.4,46.6,50.9,53.2,48.2,50.8,-,-,-,-,-,-,
4/29/2022,0,60.2,84.0,1986,34.6,31.0,1973,45.8,2:35 PM,2:05 AM,81,33,60,19.1,0,0,2.8,566.78,58.6672291666667,5.9,12.7,6:10 PM,57.0,47.7,51.6,54.1,48.6,51.0,-,-,-,-,-,-,
4/30/2022,0,68.1,82.0,1970,42.6,7.0,1993,53.3,2:50 PM,2:10 AM,67,32,53,11.7,0,3.2,7.0,297.34,63.7098611111111,6.1,13.6,4:45 PM,54.7,49.4,51.9,53.0,49.9,51.4,-,-,-,-,-,-,
5/1/2022,0.05,72.3,88.0,1957,52.5,29.0,1963,63.0,3:45 PM,11:55 PM,96,59,77,2,0,13,12.4,426.1,187.039236111111,8.0,13.9,6:05 PM,60.2,52.6,55.8,57.2,52.2,54.2,-,-,-,-,-,-,
