STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-08-25,,,0,0,0,,82,54,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-08-26,,,0.09,0,0,,80,62,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-08-27,,,0.04,0,0,,70,59,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-08-28,,,0.54,0,0,,69,63,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-08-29,,,0,0,0,,74,56,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-08-30,,,0,0,0,,70,50,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-08-31,,,0,0,0,,72,47,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-01,,,0,0,0,,73,47,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-02,,,0,0,0,,75,48,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-03,,,0,0,0,,78,52,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-04,,,0,0,0,,80,52,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-05,,,0,0,0,,79,51,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-06,,,0,0,0,,81,53,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-07,,,1.66,0,0,,71,64,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-08,,,0.23,0,0,,75,63,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-09,,,0,0,0,,80,63,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-10,,,0,0,0,,82,59,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-11,,,0,0,0,,77,57,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-12,,,0,0,0,,76,53,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-13,,,0,0,0,,80,50,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-14,,,0,0,0,,83,60,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-15,,,0,0,0,,81,62,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-16,,,0,0,0,,72,54,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-17,,,0,0,0,,73,51,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-18,,,0,0,0,,78,48,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-19,,,0,0,0,,71,47,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-20,,,0.03,0,0,,76,46,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-21,,,0.55,0,0,,81,68,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-22,,,0.18,0,0,,81,67,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-23,,,0.26,0,0,,80,66,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-24,,,0,0,0,,72,60,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-25,,,0,0,0,,71,56,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-26,,,0.01,0,0,,71,57,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-27,,,0,0,0,,72,56,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-28,,,0.04,0,0,,62,52,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-29,,,0,0,0,,62,49,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-09-30,,,0,0,0,,57,38,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-01,,,0.1,0,0,,61,32,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-02,,,1.15,0,0,,62,48,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-03,,,0,0,0,,58,50,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-04,,,0,0,0,,59,41,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-05,,,0,0,0,,63,39,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-06,,,0.19,0,0,,64,39,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-07,,,0,0,0,,60,42,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-08,,,0.12,0,0,,58,37,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-09,,,0.87,0,0,,52,47,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-10,,,0,0,0,,57,39,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-11,,,0,0,0,,51,31,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-12,,,0.01,0,0,,48,39,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-13,,,0,0,0,,52,35,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-14,,,0.09,0,0,,44,34,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-15,,,0.08,0,0,,44,37,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-16,,,0,0,0,,45,36,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-17,,,0,0,0,,49,31,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-18,,,0,0,0,,53,27,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-19,,,0,0,0,,62,34,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-20,,,0,0,0,,67,45,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-21,,,0,0,0,,72,50,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-22,,,0.01,0,0,,65,47,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-23,,,0.82,0,0,,63,47,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-24,,,0.01,0,0,,52,37,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-25,,,0,0,0,,62,33,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-26,,,0,0,0,,67,36,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-27,,,0.1,0,0,,57,49,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-28,,,0.03,0,0,,64,46,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-29,,,0,0,0,,61,42,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-30,,,0.24,0,0,,75,52,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-10-31,,,0.12,0,0,,56,43,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-01,,,0,0,0,,51,31,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-02,,,0,0,0,,55,29,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-03,,,0,0,0,,48,29,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-04,,,0,0,0,,49,29,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-05,,,0,0,0,,53,37,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-06,,,0,0,0,,53,24,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-07,,,0,0,0,,68,45,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-08,,,0,0,0,,71,39,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-09,,,0,0,0,,66,49,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-10,,,0.02,0,0,,58,44,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-11,,,0,0,0,,52,35,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-12,,,0,0,0,,53,29,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-13,,,0,0,0,,60,30,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-14,,,0,0,0,,68,33,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-15,,,0,0,0,,58,48,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-16,,,0.08,0,0,,48,42,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-17,,,0,0,0,,51,41,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-18,,,0.1,0,0,,56,45,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-19,,,0.11,0,0,,49,43,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-20,,,0,0,0,,49,42,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-21,,,0,0,0,,55,37,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-22,,,0,0,0,,53,31,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-23,,,0,0,0,,50,36,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-24,,,0,0,0,,52,41,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-25,,,0.13,0,0,,50,44,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-26,,,0.01,0,0,,44,37,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-27,,,0.02,0,0,,39,33,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-28,,,0,0,0,,51,27,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-29,,,0.2,0,0,,57,30,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-11-30,,,0,0,0,,40,32,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-01,,,0,0,0,,52,34,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-02,,,0.5,0,0,,42,28,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-03,,,0.15,0,0,,44,33,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-04,,,0,0,0,,33,19,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-05,,,0,0,0,,28,14,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-06,,,0,0,0,,37,15,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-07,,,0.01,0.1,0,,32,23,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-08,,,0.41,2,0,,36,20,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-09,,,0.49,0,0,,46,20,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-10,,,0,0,0,,20,11,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-11,,,0,0,0,,28,14,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-12,,,0,0,0,,39,11,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-13,,,0.23,0,0,,39,34,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-14,,,0.03,0,0,,46,33,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-15,,,0,0,0,,39,19,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-16,,,0,0,0,,28,16,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-17,,,0,0,0,,32,12,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-18,,,0,0,0,,37,30,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-19,,,0.1,0.7,1,,33,25,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-20,,,0.07,0.8,1,,30,24,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-21,,,0.01,0.1,2,,31,27,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-22,,,0.06,0.6,2,,31,28,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-23,,,0,0,2,,31,23,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-24,,,0,0,2,,35,25,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-25,,,0.72,0,0,,44,33,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-26,,,0,0,0,,35,29,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-27,,,0.11,1.1,0,,32,19,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-28,,,0,0.3,1,,31,18,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-29,,,0,0,1,,25,12,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-30,,,0.05,0.5,1,,32,12,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2009-12-31,,,0.09,0.8,1,,35,27,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-01,,,0.03,0.4,0,,27,16,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-02,,,0,0,0,,19,9,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-03,,,0,0,0,,23,5,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-04,,,0.09,1.9,2,,26,20,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-05,,,0.05,1,2,,29,24,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-06,,,0,0,2,,29,23,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-07,,,0.21,2.5,2,,23,20,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-08,,,0.03,0.7,4,,25,17,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-09,,,0,0,3,,22,5,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-10,,,0,0,3,,23,0,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-11,,,0.03,0.4,3,,23,16,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-12,,,0,0,3,,25,15,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-13,,,0,0,3,,32,19,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-14,,,0,0,3,,39,26,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-15,,,0,0,2,,38,33,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-16,,,0,0,1,,34,30,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-17,,,0,0,0,,32,26,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-18,,,0,0,0,,31,24,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-19,,,0,0,0,,33,30,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-20,,,0,0,0,,31,23,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-21,,,0,0,0,,34,23,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-22,,,0,0,0,,35,32,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-23,,,0,0,0,,39,33,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-24,,,0.33,0,0,,49,37,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-25,,,0.05,0.2,0,,46,28,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-26,,,0,0,0,,28,20,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-27,,,0.07,0.9,0,,28,15,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-28,,,0,0,1,,29,8,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-29,,,0,0,0,,18,0,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-30,,,0,0,0,,20,5,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-01-31,,,0,0,0,,27,5,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-01,,,0,0,0,,28,7,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-02,,,0.02,0.2,0,,32,20,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-03,,,0.02,0.2,0,,35,28,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-04,,,0,0,0,,35,22,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-05,,,0.2,2,0,,32,27,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-06,,,0.1,1,3,,29,20,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-07,,,0,0,3,,28,12,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-08,,,0,0,1,,28,2,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-09,,,0.63,10,2,,27,19,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-10,,,0.1,2.1,12,,27,14,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-11,,,0,0,11,,29,25,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-12,,,0,0,11,,27,19,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-13,,,0,0,11,,28,10,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-14,,,0,0,11,,31,18,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-15,,,0,0,7,,31,3,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-16,,,0.07,0.9,7,,31,24,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-17,,,0,0.1,7,,35,24,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-18,,,0,0,6,,39,25,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-19,,,0,0,5,,38,19,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-20,,,0,0,4,,37,21,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-21,,,0.13,1,4,,41,25,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-22,,,0.35,1.5,3,,34,31,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-23,,,0,0,3,,36,27,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-24,,,0.09,1.4,1,,32,25,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-25,,,0.01,0.2,1,,27,20,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-26,,,0.34,3.4,2,,30,26,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-27,,,0.01,0.1,5,,34,28,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-02-28,,,0,0,5,,39,31,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-01,,,0,0,4,,40,26,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-02,,,0,0,2,,35,21,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-03,,,0,0,2,,38,27,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-04,,,0,0,1,,41,22,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-05,,,0,0,0,,40,20,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-06,,,0,0,0,,45,20,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-07,,,0,0,0,,49,22,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-08,,,0,0,0,,53,26,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-09,,,0.01,0,0,,59,26,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-10,,,0.03,0,0,,62,41,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-11,,,0.22,0,0,,68,37,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-12,,,0.1,0,0,,61,38,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-13,,,0.62,0,0,,44,37,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-14,,,0.07,0,0,,41,36,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-15,,,0.02,0,0,,51,34,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-16,,,0,0,0,,62,31,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-17,,,0,0,0,,63,31,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-18,,,0,0,0,,66,32,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-19,,,0,0,0,,66,44,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-20,,,0.01,0,0,,51,35,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-21,,,0,0,0,,48,34,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-22,,,0.08,0,0,,44,37,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-23,,,0,0,0,,58,38,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-24,,,0,0,0,,58,29,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-25,,,0.58,0,0,,46,30,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-26,,,0,0,0,,40,23,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-27,,,0,0,0,,50,21,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-28,,,0.55,0,0,,47,38,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-29,,,0,0,0,,51,33,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-30,,,0,0,0,,56,26,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-03-31,,,0,0,0,,73,34,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-01,,,0,0,0,,80,55,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-02,,,0,0,0,,81,55,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-03,,,0,0,0,,77,43,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-04,,,0,0,0,,73,33,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-05,,,0.01,0,0,,76,54,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-06,,,0,0,0,,83,62,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-07,,,2.31,0,0,,71,55,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-08,,,0.17,0,0,,58,35,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-09,,,0,0,0,,50,31,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-10,,,0,0,0,,70,25,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-11,,,0,0,0,,65,46,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-12,,,0,0,0,,62,35,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-13,,,0.04,0,0,,57,44,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-14,,,0,0,0,,70,42,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-15,,,0,0,0,,84,45,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-16,,,0.07,0,0,,70,44,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-17,,,0,0,0,,52,37,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-18,,,0,0,0,,54,33,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-19,,,0,0,0,,64,33,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-20,,,0,0,0,,63,38,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-21,,,0,0,0,,71,36,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-22,,,0,0,0,,60,40,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-23,,,0,0,0,,62,36,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-24,,,0.87,0,0,,65,49,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-25,,,0.88,0,0,,57,49,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-26,,,0.34,0,0,,66,45,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-27,,,0,0,0,,56,37,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-28,,,0,0,0,,60,32,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-29,,,0,0,0,,69,33,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-04-30,,,0,0,0,,82,53,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-05-01,,,0.27,0,0,,75,63,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-05-02,,,0.54,0,0,,75,62,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-05-03,,,0.28,0,0,,75,55,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-05-04,,,0,0,0,,73,52,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-05-05,,,0.4,0,0,,82,57,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-05-06,,,0,0,0,,68,49,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-05-07,,,0.4,0,0,,73,47,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-05-08,,,0,0,0,,56,40,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-05-09,,,0,0,0,,56,36,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-05-10,,,0,0,0,,58,32,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-05-11,,,1.15,0,0,,53,42,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-05-12,,,0,0,0,,52,46,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-05-13,,,0.1,0,0,,83,47,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-05-14,,,0.09,0,0,,70,48,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-05-15,,,0,0,0,,69,45,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-05-16,,,0,0,0,,63,50,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-05-17,,,0.56,0,0,,59,49,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-05-18,,,0.18,0,0,,55,50,
USW00094830,"TOLEDO EXPRESS AIRPORT, OH US",2010-05-19,,,0,0,0,,71,49,
