Date,Precip,MaxAirTemp,RecordMaxTemp,RecordMaxYear,MinAirTemp,RecordMinTemp,RecordMinYear,AvgAirTemp,MaxAirTempTime,MinAirTempTime,MaxRel.Hum.,MinRel.Hum.,Avg.Rel.Hum.,HDD,CDD,GDD,GDD Mod. Sine Wave,Solar Radiation (Langleys),AvgWindDir,AvgWindSpeed,MaxWindSpeed,TimeMaxWindSpeed,MaxSoilTemp2,MinSoilTemp2,AvgSoilTemp2,MaxSoilTemp4,MinSoilTemp4,AvgSoilTemp4,Max50cmAirTemp,Min50cmAirTemp,Avg50cmAirTemp,Max300cmAirTemp,Min300cmAirTemp,Avg300cmAirTemp
5/20/2019,0.01,63.6,91,1962,49.2,33,1954,56.8,12:00 AM,11:55 PM,96,68,84,8.2,0,6.7,6.4,203.23,260.3909722,10,17,10:15 AM,62.2,55.5,59,62.2,57,59.6,-,-,-,-,-,-
5/21/2019,0.03,56.3,91,1977,44,34,1954,50.8,5:50 PM,5:55 AM,95,61,80,14.2,0,0.7,2,182.83,66.50013542,5.6,13.3,5:55 PM,56.6,52.4,54.5,57,54.1,55.4,-,-,-,-,-,-
5/22/2019,0.02,75.5,92.3,1991,52.4,32,1963,61.7,6:25 PM,2:00 AM,95,70,80,3.2,0,11.7,13.9,275.62,130.1608021,6.7,11.8,6:35 PM,63.7,52.5,57,61.1,53.6,56.5,-,-,-,-,-,-
5/23/2019,0.08,81,91,1964,60.6,29,1963,71.1,4:05 PM,1:00 AM,97,52,78,0,6,21,20.8,511.14,225.7527778,12.3,28,6:45 AM,71,59.2,64.1,66.6,58.9,62.1,-,-,-,-,-,-
5/24/2019,0,73.7,87,1962,51.6,35,1956,63.6,4:10 PM,6:00 AM,94,53,74,1.4,0,13.5,12.6,324.51,96.38840625,3.7,12.7,7:30 PM,68.4,56.3,62.4,65,57.9,61.7,-,-,-,-,-,-
5/25/2019,0.27,86.5,88,1977,59.6,35.4,1992,72.9,12:35 PM,1:25 AM,94,55,81,0,7.9,22.9,23,422.55,189.5078819,10.6,23.8,2:40 PM,72.3,60.3,66.1,67.9,60.6,64.2,-,-,-,-,-,-
5/26/2019,0.21,75.1,88,1975,62.2,35,1983,69,5:15 PM,11:55 PM,97,75,91,0,4,19,18.6,235.08,196.8416215,7.1,16,7:15 AM,70.2,64.1,66.7,67.4,63.9,65.5,-,-,-,-,-,-
5/27/2019,0.93,77.2,88.2,1987,52.3,32,1961,64.5,4:30 PM,6:45 AM,99,46,78,0.5,0,14.4,14.7,618.94,63.36826389,4.9,13.5,10:55 PM,75.2,59.7,66.6,70.6,61,65.5,-,-,-,-,-,-
5/28/2019,0.08,83.4,91.3,1987,61.4,38.8,1994,73.3,3:40 PM,12:00 AM,98,73,88,0,8.3,23.3,22.4,441.2,216.246875,9.6,19.3,2:45 PM,75.4,64,68.9,71.2,64.2,67.3,-,-,-,-,-,-
5/29/2019,0,80.5,94.5,2006,62.2,34,1958,69.2,4:30 PM,10:25 AM,99,59,87,0,4.2,19.2,21.3,387.79,185.1210486,5.3,13.1,5:55 PM,74.3,64.8,68.6,70.7,65.1,67.5,-,-,-,-,-,-
5/30/2019,0,76.9,93.2,1988,61,35.7,1996,69.4,3:20 PM,11:50 PM,95,62,81,0,4.4,19.4,18.9,447.56,211.8161632,5.6,18.9,3:15 PM,73.1,65.1,68.7,70.4,65.3,67.7,-,-,-,-,-,-
5/31/2019,0,81.1,94.4,1988,56.9,32,1966,68.8,5:50 PM,6:20 AM,97,43,74,0,3.8,18.8,18.9,535.16,152.8828924,3,8.5,5:40 PM,75.9,61.6,68.3,72,62.9,67.2,-,-,-,-,-,-
6/1/2019,1.18,84.9,93.5,1988,60.2,38.8,1993,68.1,3:40 PM,11:55 PM,96,54,82,0,3.1,18.1,22.5,414.37,177.5163646,9.3,20.2,2:20 PM,73.5,63.1,66.9,70.3,64.1,66.7,-,-,-,-,-,-
6/2/2019,0.13,71.7,91,1978,55.1,38.7,1994,62.9,5:40 PM,11:55 PM,99,49,80,2.1,0,12.8,13.4,448.09,215.1724653,5.9,12.5,7:40 PM,73.9,60.9,65.8,71,62.3,65.6,-,-,-,-,-,-
6/3/2019,0,68.3,85,1963,46.8,39,1977,57.8,6:30 PM,5:15 AM,85,41,63,7.2,0,7.8,8,664.64,197.5480243,3.2,8.1,6:15 PM,73.6,56.7,64.3,69.5,59.1,64.2,-,-,-,-,-,-
6/4/2019,0,78,90,1955,51.4,37,1965,64.8,6:35 PM,6:10 AM,90,52,72,0.1,0,14.8,14.6,246.7,168.9607639,5.1,10,7:25 PM,65.9,58.5,62.3,65.6,60.3,62.7,-,-,-,-,-,-
6/5/2019,0.81,81.2,93.4,2005,65.8,39.5,1990,72,2:10 PM,4:05 PM,98,69,81,0,6.9,21.9,23.4,376.81,210.3767361,7.3,16.1,2:55 PM,72.4,62.4,66.9,70.5,62.7,65.9,-,-,-,-,-,-
6/6/2019,0,69,94,1988,58.8,36.8,1998,64.6,3:40 PM,11:30 PM,98,83,92,0.4,0,14.5,13.8,218.63,38.24307639,2.2,9.9,11:55 AM,69.3,65,66.8,68.5,65.2,66.5,-,-,-,-,-,-
6/7/2019,0,75.6,92.6,1988,54.2,44,1958,65.5,1:55 PM,5:10 AM,100,49,79,0,0.5,15.5,14.8,596.67,38.00361111,6.2,17,2:35 PM,71.6,60.9,65.9,69,62.3,65.5,-,-,-,-,-,-
6/8/2019,0,79.7,91.9,2005,59.8,40.3,1998,69.3,3:00 PM,4:10 AM,87,55,72,0,4.2,19.2,19.7,516.21,50.31315972,8.1,15,6:45 PM,72.2,61,66,68.6,62.4,65.4,-,-,-,-,-,-
6/9/2019,0.1,79.3,95.8,1999,67.3,38.9,1994,72.2,2:35 PM,12:30 AM,94,67,80,0,7.1,22.1,23.2,205.33,80.77541667,5.7,12.9,3:05 PM,69.6,64.7,67.2,67.8,64.9,66.3,-,-,-,-,-,-
6/10/2019,0.02,71.7,96.9,1999,54,40,1972,67.1,12:50 AM,11:55 PM,96,63,85,0,2.1,17.1,12.8,254.11,221.4611111,9,18.4,3:40 PM,68.2,61.4,66.3,67.5,63.7,66.3,-,-,-,-,-,-
6/11/2019,0,78.4,94.1,1999,47.1,37,1972,64.4,7:15 PM,5:50 AM,95,32,63,0.6,0,14.3,13.1,618.15,234.6017292,4.5,10.3,10:40 AM,73.4,56.6,64.4,69,59.3,63.8,-,-,-,-,-,-
6/12/2019,0,78.9,95,1967,57.4,41,1980,68.2,4:50 PM,5:15 AM,89,40,61,0,3.1,18.1,18.1,620.23,136.8131944,7.3,17.8,9:30 PM,74.2,60.3,66.5,69.7,62,65.7,-,-,-,-,-,-
6/13/2019,0.55,64.4,95.5,1984,51.2,43,1978,58.3,10:45 AM,11:55 PM,96,73,89,6.6,0,8.3,7.7,146.64,229.3947917,10.7,19.4,4:40 PM,66.1,56.9,62,66.9,59.7,63.3,-,-,-,-,-,-
6/14/2019,0,76.1,97.3,1988,47.1,39,1959,62.5,5:20 PM,6:10 AM,94,33,64,2.5,0,12.4,12,669.29,214.2909722,9.6,18,4:20 PM,67.2,53.4,59.8,64.2,56.2,60,-,-,-,-,-,-
6/15/2019,0.56,69.5,96.5,1994,60,42,1978,64.7,3:15 PM,8:15 AM,98,64,86,0.2,0,14.7,14.7,86.46,175.118125,7.4,16.3,3:20 PM,63.8,59.6,61.5,62.9,60.3,61.4,-,-,-,-,-,-
6/16/2019,0.05,74.3,100.6,1994,60.5,42,1961,66.4,11:30 AM,11:00 PM,100,84,96,0,1.3,16.3,17.3,236.41,105.9192222,4.8,16.7,12:00 PM,69.5,62.8,65.4,66.8,62.6,64.2,-,-,-,-,-,-
6/17/2019,0.01,72.3,98.1,1994,59.3,44,1969,65.2,4:20 PM,4:50 AM,100,83,93,0,0.1,15.1,15.7,260.4,56.40243056,4.1,8,7:30 PM,70.6,62.5,66.2,67.9,63,65.3,-,-,-,-,-,-
6/18/2019,0,80.9,100,1994,61.1,46,1960,70,6:20 PM,4:30 AM,98,54,80,0,4.9,19.9,20.9,568.19,83.50807639,3.3,8.4,11:20 AM,78.6,63.1,70,73.4,63.7,67.9,-,-,-,-,-,-
6/19/2019,0.04,80.9,98.5,1994,58.6,48.7,1985,70.9,5:25 PM,6:00 AM,97,54,77,0,5.9,20.9,19.7,439.25,72.9281875,3.5,8.9,6:15 PM,77,63.5,70.2,72.6,65,68.9,-,-,-,-,-,-
6/20/2019,2.69,69.2,97,1953,62.3,43,1970,64.9,10:10 AM,11:55 PM,99,91,96,0.1,0,14.8,15.7,82.52,141.9697465,4.8,10,9:45 PM,69.5,66,67.2,69.9,66.3,67.3,-,-,-,-,-,-
6/21/2019,0,76.8,100.6,1988,56.5,40.1,1992,66.8,4:30 PM,5:15 AM,95,53,77,0,1.7,16.7,16.6,574.83,234.1251736,4.5,8.5,9:10 AM,75.9,62,68.2,71.6,63.4,67,-,-,-,-,-,-
6/22/2019,0,75.3,98.8,1988,56.5,41,1992,67.2,3:05 PM,11:50 PM,91,41,69,0,2.1,17.1,15.9,625.04,56.06951389,5.9,11.6,9:45 AM,77.4,63.7,69.7,73.2,65.2,68.9,-,-,-,-,-,-
6/23/2019,0,83.5,97.3,1983,53.5,45,1963,69.6,6:10 PM,6:10 AM,92,42,68,0,4.6,19.6,18.5,614.15,98.35605208,4.7,10,12:25 PM,75.6,60.2,67.7,71.5,62.7,67.2,-,-,-,-,-,-
6/24/2019,0,81.4,94.8,1998,69.5,43,1961,74.6,12:05 PM,6:45 AM,90,63,77,0,9.5,24.5,25.4,370.27,193.0336806,9.8,18.7,12:55 PM,72.9,67.5,69.8,70.2,67.6,69,-,-,-,-,-,-
6/25/2019,0,85.7,105.5,1988,64.4,44,1979,74.8,4:55 PM,6:00 AM,92,43,67,0,9.7,24.7,25,610.55,228.9881944,11,16.9,4:30 PM,76.2,64.4,69.7,72.1,65.5,68.7,-,-,-,-,-,-
6/26/2019,0,88.4,100,1952,67,44.7,2004,78,5:30 PM,5:45 AM,87,42,65,0,12.9,27.9,27.7,600.36,208.43825,7.2,12.6,8:45 AM,81.2,65.6,72.6,75.7,66.5,70.7,-,-,-,-,-,-
6/27/2019,0,90.1,96,2005,69,46.2,1988,78.7,5:35 PM,7:40 AM,92,40,66,0,13.7,28.7,29.5,568.73,122.2520764,3.6,9.9,4:00 PM,85.7,68.6,75.6,78.9,69.1,73.4,-,-,-,-,-,-
6/28/2019,0,93.1,99,1971,67.7,48.3,1992,80.7,4:35 PM,4:50 AM,94,37,66,0,15.7,30.7,30.3,586.43,176.6090278,5.3,12.9,3:50 PM,83.6,69,76,78.6,70,74.2,-,-,-,-,-,-
6/29/2019,0,92.9,101,1952,72.8,47.5,2004,82.9,5:45 PM,5:25 AM,85,42,64,0,17.8,32.8,32.8,572.81,233.6660486,8.1,14.8,10:45 AM,83.5,71.3,76.7,78.7,71.6,74.9,-,-,-,-,-,-
6/30/2019,0,88.9,96,1953,69.2,44.4,1988,78.5,4:30 PM,5:25 AM,95,43,68,0,13.5,28.5,29,590.78,194.6532014,2.9,8.3,12:35 PM,87.3,70.7,78.1,81.4,71.4,76,-,-,-,-,-,-
7/1/2019,0,93.1,98,1966,63.9,39.6,1988,79.7,6:05 PM,5:10 AM,87,44,63,0,14.6,29.6,28.5,588.93,174.4202431,4.9,10.1,5:20 PM,86.7,68.9,77,80.5,70.4,75.5,-,-,-,-,-,-
7/2/2019,0.34,94.2,97,1966,70.9,43.3,2001,80.9,2:30 PM,4:30 AM,91,45,73,0,15.9,30.9,32.5,411.82,204.5137229,4.9,26.4,5:05 PM,86.3,71.9,78.6,80.8,73.1,77,-,-,-,-,-,-
7/3/2019,1.03,87.3,97,1966,69.8,47.3,1995,77.5,4:55 PM,3:30 AM,98,61,84,0,12.5,27.5,28.5,425.45,173.2705764,4.1,10.1,1:35 AM,82.5,71.4,76.1,78.2,72.1,75,-,-,-,-,-,-
7/4/2019,1.35,90.3,98,1990,71.2,45.9,1996,80,6:55 PM,6:30 AM,97,57,80,0,14.9,29.9,30.7,537.15,138.5658125,4.2,12.4,11:00 PM,83.1,72.5,77.4,79,73,76.1,-,-,-,-,-,-
7/5/2019,0,92.9,100.3,1988,73.3,38,1971,82.4,6:20 PM,5:25 AM,95,49,76,0,17.3,32.3,33.1,554.3,181.9998611,5.5,12.9,4:40 PM,83.6,72.7,77.7,79.6,73.3,76.3,-,-,-,-,-,-
7/6/2019,0.02,89.2,102,1988,72.8,45.3,2001,79.5,2:15 PM,5:50 AM,96,56,83,0,14.5,29.5,31,451.03,175.4550764,3.6,15,2:35 PM,83,73.5,77.9,79.4,74.1,76.7,-,-,-,-,-,-
7/7/2019,0.28,79.2,103,1988,66.8,47,1983,72.3,5:50 PM,8:30 AM,97,76,90,0,7.3,22.3,22.9,188.43,94.01575694,2.6,10,6:55 PM,77.7,72.8,74.9,77.5,73.5,74.9,-,-,-,-,-,-
7/8/2019,0,81.6,99.6,1988,60.7,46.2,1984,71.2,3:15 PM,6:30 AM,95,54,74,0,6.2,21.2,21.1,598.72,86.43407639,3.5,11.3,7:20 PM,83.1,67.8,74.4,78.2,69.6,73.6,-,-,-,-,-,-
7/9/2019,0,88.4,98.9,1988,58.7,46,1963,73.2,6:10 PM,4:50 AM,95,40,70,0,8.1,23.1,23.5,627.46,54.79034722,3.2,8.5,10:35 AM,83.6,66,73.9,78.3,68.3,73.1,-,-,-,-,-,-
7/10/2019,0.02,91.2,96.3,1989,65.5,47,1953,78.9,4:05 PM,4:40 AM,93,53,74,0,13.9,28.9,28.3,534.24,140.5587153,5.6,11.5,4:10 PM,79.8,69.3,74.6,76.9,70.6,73.9,-,-,-,-,-,-
7/11/2019,0,87.6,92.7,1989,71.1,49,1953,79.2,3:30 PM,7:45 AM,94,48,70,0,14.2,29.2,29.3,540.02,239.2377083,6.1,12.1,4:55 PM,81.6,71.7,76,77.8,72.3,74.9,-,-,-,-,-,-
7/12/2019,0,84.2,97,1952,63.8,42,1978,73.8,5:25 PM,6:30 AM,90,37,67,0,8.7,23.7,23.9,631.49,231.6208333,3.3,7.9,6:15 PM,83.9,70.1,75.6,79,71.2,74.6,-,-,-,-,-,-
7/13/2019,0,91.7,96.4,1995,62.5,50,1976,78.6,4:50 PM,5:15 AM,90,39,65,0,13.5,28.5,27,604.44,201.3277778,7.3,15.3,3:35 PM,79.7,68,73.7,76.4,69.8,73.3,-,-,-,-,-,-
7/14/2019,0.17,90.5,101.8,1995,68.9,45,1967,79,6:35 PM,6:05 AM,96,38,67,0,13.9,28.9,29.7,616.03,113.3491875,2.1,13.3,4:00 AM,84.5,71.6,77,80,72.1,75.6,-,-,-,-,-,-
7/15/2019,0,91.7,101.3,1988,67,47,1960,79.4,4:00 PM,6:05 AM,93,51,72,0,14.4,29.4,29.3,540.02,154.4854167,5.3,12.9,8:30 PM,81.8,70.5,75.7,78.2,71.8,75.1,-,-,-,-,-,-
7/16/2019,0.83,85.8,99.6,1988,71.7,49,1954,76.8,2:25 PM,4:30 PM,97,66,86,0,11.8,26.8,28.7,275.81,177.7753472,6.4,20.9,4:20 PM,77.3,72.8,74.5,75.6,73.2,74.3,-,-,-,-,-,-
7/17/2019,0,88.7,92,1964,72.4,49,1976,81.1,5:40 PM,6:20 AM,99,67,82,0,16.1,31.1,30.5,495.18,178.3710648,3.2,8.6,6:15 PM,82.6,72.6,78.1,79.1,72.8,76.1,-,-,-,-,-,-
7/18/2019,0.51,88.8,95,1952,70.8,49,1971,78.6,2:25 PM,3:45 PM,98,67,87,0,13.5,28.5,29.7,397.42,139.1125347,5.1,20.2,3:30 PM,79.9,74.1,76.6,77.7,74.5,76.1,-,-,-,-,-,-
7/19/2019,0,92.8,93.3,1991,76,50.8,1984,83.6,5:15 PM,3:25 AM,96,63,83,0,18.5,33.5,34.3,531.96,204.740625,10.3,17.9,4:25 PM,81.3,74.3,77.5,78.8,74.4,76.4,-,-,-,-,-,-
7/20/2019,0.07,93.5,96.1,1994,75.7,45,1965,83.9,4:30 PM,11:45 PM,94,58,78,0,18.9,33.9,34.6,459.05,211.9296944,8.8,17.1,4:30 PM,80.8,75.9,78,78.7,75.8,77.2,-,-,-,-,-,-
7/21/2019,1.75,91.7,98.8,1983,66.5,46,1965,79.2,4:10 PM,11:55 PM,98,57,85,0,14.2,29.2,29,446.67,124.4825729,5.2,15.5,6:05 PM,82.4,75.1,77.9,79.6,75.4,77.2,-,-,-,-,-,-
7/22/2019,0.28,76.3,97,1952,64,50,1970,70.1,3:40 PM,11:55 PM,97,67,85,0,5,20,20.1,323.51,184.970316,2.9,10.4,12:55 AM,76.6,72.5,74.7,76.9,73.8,75,-,-,-,-,-,-
7/23/2019,0.03,78,94.5,2001,58.3,50,1981,68,6:05 PM,6:10 AM,95,42,72,0,2.9,17.9,18.1,616.54,205.0274063,3.4,10.8,12:15 PM,76.8,67.7,72,74.7,69.7,72.3,-,-,-,-,-,-
7/24/2019,0.01,80,95,1965,57.1,47.8,2004,68.2,5:20 PM,5:20 AM,96,45,74,0,3.1,18.1,18.5,568.51,199.0078403,2.7,7.1,6:40 PM,76.3,67,71.4,74.3,68.8,71.5,-,-,-,-,-,-
7/25/2019,0,83.6,96,1964,57.5,49.3,2000,71.1,6:10 PM,6:00 AM,94,43,69,0,6.1,21.1,20.5,521.55,128.1333681,1.8,6.3,1:45 PM,80,66.1,72.4,76.4,68.2,71.9,-,-,-,-,-,-
7/26/2019,0,84.7,94.1,2005,62,49,1977,73.8,3:40 PM,5:30 AM,95,45,70,0,8.8,23.8,23.3,541.68,104.7392361,2.5,8.4,6:00 PM,82.1,67.6,74.1,77.6,69.4,73.3,-,-,-,-,-,-
7/27/2019,0,86.7,97,1964,65,46,1962,76.2,4:50 PM,4:05 AM,91,48,70,0,11.1,26.1,25.8,530.78,162.4652778,7.2,16.6,4:35 PM,79.3,68.9,73.7,76.1,70.4,73.3,-,-,-,-,-,-
7/28/2019,0,88.8,96,1993,70.2,50,1969,79.1,4:40 PM,7:15 AM,90,50,70,0,14.1,29.1,29.5,558.96,210.5295139,9.8,16.4,6:15 PM,81.5,69.6,74.8,77.4,70.7,73.9,-,-,-,-,-,-
7/29/2019,0.08,89.3,93.2,1983,70.4,47,1968,77,3:20 PM,9:05 PM,96,50,77,0,12,27,29.8,444.36,204.7895833,9.5,19.2,4:25 PM,79.5,70.4,74.3,76.4,71.5,73.9,-,-,-,-,-,-
7/30/2019,0.01,86.4,92.4,1995,69.5,46,1965,76.9,4:30 PM,6:45 AM,98,47,76,0,11.8,26.8,27.9,563.95,221.478125,4.6,8.8,6:45 PM,85.9,70.9,76.8,80.1,71.6,75.2,-,-,-,-,-,-
7/31/2019,0,83,96.6,1995,64.4,50,1966,72.6,2:45 PM,6:35 AM,92,62,80,0,7.5,22.5,23.6,454.79,154.6295938,4.4,9.8,11:40 AM,82.9,69.9,75.4,78.7,71.5,74.9,-,-,-,-,-,-
8/1/2019,0,83.1,99,1964,61.5,48,1952,71.3,5:20 PM,6:30 AM,96,50,74,0,6.3,21.3,22.3,539.07,39.67344792,3,8,6:40 PM,83.2,68,74.3,78.3,70,73.9,-,-,-,-,-,-
8/2/2019,0,83.6,99,1964,55.6,44,1965,71,5:45 PM,6:45 AM,95,31,66,0,5.9,20.9,19.6,605.4,91.35571528,2.3,7.8,2:15 PM,83,65.5,73.3,77.9,68.2,72.9,-,-,-,-,-,-
8/3/2019,0,86.9,99,1964,58.1,44,1965,73,5:10 PM,6:40 AM,95,32,65,0,7.9,22.9,22.4,588.11,93.15381597,1.6,6.8,4:15 PM,82.8,66.3,73.8,78.1,68.5,73.2,-,-,-,-,-,-
8/4/2019,0,88.1,93.1,1988,61.4,47,1966,75.2,4:50 PM,6:35 AM,93,42,69,0,10.1,25.1,24.7,543.83,136.9510417,2.8,10.3,4:15 PM,81.7,68.1,74.3,77.6,69.9,73.7,-,-,-,-,-,-
8/5/2019,0,90,93,1955,63.8,45,1972,77.4,4:45 PM,6:25 AM,95,40,69,0,12.4,27.4,26.8,523.85,141.0842361,3.9,11.5,3:00 PM,81.1,69.1,74.7,77.5,70.5,74,-,-,-,-,-,-
8/6/2019,0.61,81.3,93.3,1996,67.6,43.9,1994,73.7,10:30 AM,11:50 PM,97,70,85,0,8.7,23.7,24.4,293.9,192.59375,7,20.6,3:45 PM,76.4,70.4,73,74.7,71.4,73.1,-,-,-,-,-,-
8/7/2019,0.01,84.4,93.3,1988,63.8,46.8,2004,73,4:45 PM,5:50 AM,99,47,81,0,7.9,22.9,24,541.81,156.23125,3.5,10.3,5:20 PM,79.3,68,72.9,75.9,69.5,72.4,-,-,-,-,-,-
8/8/2019,0,85.5,94.1,2001,65,41.5,1989,74.8,4:20 PM,1:35 AM,92,45,72,0,9.8,24.8,25.2,558.52,232.8027778,8.6,16,11:45 AM,77.3,68.6,72.3,74.7,69.8,72.2,-,-,-,-,-,-
8/9/2019,0,81.5,92,1973,55.9,44,1964,70.5,3:30 PM,6:20 AM,95,42,66,0,5.4,20.4,18.6,565.35,237.2135417,5.9,12.1,3:40 PM,76,65.1,70.2,73.1,67.5,70.5,-,-,-,-,-,-
8/10/2019,0,81.6,94.1,1988,54,45,1972,69.1,5:05 PM,6:55 AM,94,43,68,0,4,19,17.7,518.57,147.1206944,1.7,9.4,3:05 PM,76,63.5,69.7,73.2,66,69.7,-,-,-,-,-,-
8/11/2019,0,85.1,93.9,1988,58.7,45,1967,72.7,5:35 PM,6:50 AM,93,44,68,0,7.6,22.6,21.8,491.51,126.9163194,3.8,10.5,10:50 AM,76.5,65.6,70.7,73.8,67.3,70.4,-,-,-,-,-,-
8/12/2019,0.83,83.3,94.7,1988,67.5,44,1967,73.3,3:05 PM,10:55 AM,97,69,80,0,8.3,23.3,25.4,298.54,173.5309028,5.5,13.9,4:40 PM,75.3,68.7,71.4,73.1,69.5,71,-,-,-,-,-,-
8/13/2019,0.05,79.8,94.1,1995,69.7,45,1967,74.2,4:00 PM,11:40 PM,98,80,92,0,9.1,24.1,24.7,227.22,168.9880139,1.9,4.8,2:35 PM,75.6,70.6,72.8,73.9,70.7,72.1,-,-,-,-,-,-
8/14/2019,0,84.2,94,1959,62.8,41,1964,73.2,3:25 PM,6:45 AM,98,43,77,0,8.2,23.2,23.5,503.68,41.35140972,2.3,9.5,8:50 PM,78.6,68.8,73.2,75.5,69.9,72.6,-,-,-,-,-,-
8/15/2019,0,83.7,97.1,1995,65.1,41,1964,73.3,4:35 PM,6:50 AM,95,53,80,0,8.2,23.2,24.4,464.14,144.7653507,4.3,16,6:10 PM,76.9,69.7,73,74.7,70.6,72.7,-,-,-,-,-,-
8/16/2019,0,82.5,94.9,1987,59.7,44,1979,71.5,5:10 PM,7:15 AM,98,55,80,0,6.4,21.4,21,482.7,203.4833333,4.5,11,6:00 PM,75.6,68.1,71.8,73.6,69.5,71.7,-,-,-,-,-,-
8/17/2019,0.01,83.7,99.3,1988,69.2,44,1971,76.1,4:15 PM,4:45 AM,93,66,81,0,11,26,26.4,357.16,198.1263889,6.2,13.4,3:35 PM,75.7,70.2,72.8,74.1,70.8,72.3,-,-,-,-,-,-
8/18/2019,1.81,87.8,91.7,1983,65.5,43,1981,75.2,3:25 PM,10:25 PM,98,67,87,0,10.2,25.2,26.6,356.07,198.3169097,6.4,24.3,9:50 PM,76.4,70.4,72.9,74.4,70.9,72.6,-,-,-,-,-,-
8/19/2019,0.01,86.5,95.9,1983,65.2,48,1958,73.5,6:00 PM,5:10 AM,99,61,88,0,8.4,23.4,25.8,468.05,163.9004861,2.3,8.4,12:15 AM,77.7,69.6,73,75.3,70.5,72.5,-,-,-,-,-,-
8/20/2019,0.46,89.1,96.9,1983,67.7,47.2,1992,76.2,3:00 PM,7:05 AM,99,63,87,0,11.1,26.1,28.3,396.72,101.2321528,3.3,18.5,5:30 PM,77.8,70.8,73.9,75.7,71.6,73.5,-,-,-,-,-,-
8/21/2019,0.01,83.9,96,1983,68.9,46.2,1984,75.7,4:20 PM,7:05 AM,98,68,86,0,10.7,25.7,26.3,507.1,219.8069444,6.5,13,5:15 PM,77.7,72.1,74.6,75.6,72.5,74,-,-,-,-,-,-
8/22/2019,1.24,75.7,92,1959,65.1,41.2,1993,70.1,5:30 PM,11:55 PM,99,74,89,0,5,20,20.3,316.74,85.04079861,4.1,14.8,12:35 AM,74.7,71.4,72.6,74.7,72.1,72.9,-,-,-,-,-,-
8/23/2019,0,74.6,95.1,1993,58.6,44,1952,66.1,1:35 PM,6:25 AM,97,53,79,0,1.1,16.1,16.5,401.02,27.772375,1.8,8.3,3:40 PM,74.5,67,70.1,72.8,68.9,70.8,-,-,-,-,-,-
8/24/2019,0,73.4,95,1962,52,40.2,1987,63.5,4:05 PM,7:00 AM,96,61,79,1.5,0,13.4,12.7,536.5,32.65090625,3,10.5,12:45 PM,76.8,61.6,68.9,74,65,69.4,-,-,-,-,-,-
8/25/2019,0,76.4,95,1959,53.3,45,1956,65.4,3:15 PM,7:00 AM,96,54,77,0,0.4,15.4,14.8,485.54,66.35739583,6.6,12.1,3:15 PM,76.6,61.2,68.3,73.1,64.5,68.9,-,-,-,-,-,-
8/26/2019,0.29,68.6,94.7,1993,58,46,1984,64,11:55 PM,4:30 AM,96,79,90,1,0,13.9,13.3,121.23,110.1977431,8.3,12.9,4:30 PM,67.2,62.4,65.3,69.3,64.9,66.6,-,-,-,-,-,-
8/27/2019,0.09,79.2,95.7,1993,66.2,45,1968,72.6,5:50 PM,11:40 PM,97,71,89,0,7.5,22.5,22.6,295.99,190.2895833,7.8,11.9,2:00 PM,76.6,66.6,70.6,73.6,67.1,69.7,-,-,-,-,-,-
8/28/2019,0,76.3,95,1953,58.5,41.8,1986,67.8,4:35 PM,7:25 AM,96,51,77,0,2.8,17.8,17.4,534.62,227.8506944,8.9,20,2:05 PM,74.5,63.5,68.9,72.2,66,69.3,-,-,-,-,-,-
8/29/2019,0,80.9,96.9,1991,54.6,37.4,1986,68.5,5:15 PM,6:40 AM,95,51,76,0,3.4,18.4,17.7,543.21,205.3534722,8.9,16.7,4:40 PM,76,60.7,68.3,72.8,63.7,68.3,-,-,-,-,-,-
8/30/2019,0.03,79,97,1953,60.1,41,1976,70.4,1:45 PM,11:40 PM,95,51,77,0,5.4,20.4,19.5,477.83,252.6094514,5.3,14.7,12:55 AM,80.3,65.1,71.5,75.5,66.7,70.8,-,-,-,-,-,-
8/31/2019,0,72.4,98,1953,55.7,45,1976,63.4,1:20 PM,4:25 AM,96,72,86,1.6,0,13.3,14,269.21,82.41164931,5,14.2,10:45 AM,71.9,63,67,70.8,65.5,68,-,-,-,-,-,-
9/1/2019,0.35,68.7,96,1953,60,42,1963,64.3,11:35 AM,5:05 AM,98,75,90,0.7,0,14.2,14.3,99.82,115.6963785,3.4,10.6,11:00 AM,67.8,63.1,65.5,67.3,64.8,66.2,-,-,-,-,-,-
9/2/2019,0,79.4,98,1953,62,40,1958,70,5:30 PM,4:00 AM,99,64,86,0,4.9,19.9,20.6,443.06,217.1177083,3.7,9.4,5:50 PM,79.6,65.2,70.5,74.3,66,69.3,-,-,-,-,-,-
9/3/2019,0,80,99,1953,59.5,42.6,1987,70.7,6:25 PM,7:05 AM,98,74,87,0,5.7,20.7,19.7,259.39,181.2055556,6.6,17.3,12:55 PM,72.4,64.5,68.7,70.7,66.3,68.8,-,-,-,-,-,-
9/4/2019,0.08,75.4,95,1960,59.1,39,1997,68.8,1:35 AM,11:55 PM,97,66,83,0,3.8,18.8,17.2,385.14,261.9038368,6.5,23.6,2:00 AM,74.8,65.8,69.9,72.1,67.1,69.6,-,-,-,-,-,-
